timestamp,rtt
1684942011,9.87
1684942012,10.2
1684942013,10.8
1684942014,10.6
1684942015,10.4
1684942016,10.6
1684942017,10.6
1684942018,10.7
1684942019,10.7
1684942020,11.4
1684942021,13.6
1684942022,10.3
1684942023,10.7
1684942024,10.0
1684942025,14.2
1684942026,10.2
1684942027,10.1
1684942028,12.4
1684942029,11.0
1684942030,10.2
1684942031,10.4
1684942032,11.5
1684942033,10.2
1684942034,11.8
1684942035,9.89
1684942036,13.9
1684942037,12.0
1684942038,10.0
1684942039,9.86
1684942040,18.4
1684942041,14.9
1684942042,9.91
1684942043,10.8
1684942044,10.6
1684942045,12.3
1684942046,10.3
1684942047,10.0
1684942048,10.5
1684942049,11.0
1684942050,9.81
1684942051,10.6
1684942052,10.7
1684942053,10.2
1684942054,10.8
1684942055,10.9
1684942056,10.8
1684942057,15.8
1684942058,10.5
1684942059,14.8
1684942060,9.77
1684942061,11.4
1684942062,10.6
1684942063,10.2
1684942064,9.95
1684942065,10.8
1684942066,10.3
1684942067,12.8
1684942068,10.1
1684942069,12.6
1684942070,10.0
1684942071,12.6
1684942072,12.7
1684942073,10.3
1684942074,10.7
1684942075,10.2
1684942076,11.8
1684942077,10.9
1684942078,11.9
1684942079,9.92
1684942080,12.4
1684942081,13.7
1684942082,10.2
1684942083,10.7
1684942084,13.4
1684942085,14.1
1684942086,10.7
1684942087,16.9
1684942088,10.9
1684942089,10.7
1684942090,10.6
1684942091,9.94
1684942092,9.98
1684942093,10.7
1684942094,11.3
1684942095,11.1
1684942096,12.8
1684942097,11.1
1684942098,13.7
1684942099,11.2
1684942100,10.1
1684942101,10.4
1684942102,11.9
1684942103,11.5
1684942104,12.0
1684942105,10.3
1684942106,10.7
1684942107,10.7
1684942108,24.6
1684942109,12.4
1684942110,12.5
1684942111,11.0
1684942112,11.7
1684942113,10.7
1684942114,16.6
1684942115,20.4
1684942116,15.0
1684942117,11.6
1684942118,14.4
1684942119,10.7
1684942120,17.5
1684942121,11.0
1684942122,15.8
1684942123,10.9
1684942124,11.5
1684942125,11.0
1684942126,11.9
1684942127,15.4
1684942128,12.0
1684942129,11.2
1684942130,11.1
1684942131,11.0
1684942132,14.9
1684942133,10.8
1684942134,11.8
1684942135,9.99
1684942136,13.7
1684942137,12.0
1684942138,10.9
1684942139,12.1
1684942140,13.2
1684942141,16.6
1684942142,16.3
1684942143,16.9
1684942144,17.7
1684942145,10.7
1684942146,13.4
1684942147,16.3
1684942148,11.4
1684942149,15.6
1684942150,14.7
1684942151,18.6
1684942152,16.2
1684942153,17.4
1684942154,12.1
1684942155,12.1
1684942156,10.2
1684942157,11.8
1684942158,13.2
1684942159,15.7
1684942160,10.4
1684942161,11.2
1684942162,10.9
1684942163,11.4
1684942164,16.3
1684942165,10.9
1684942166,10.1
1684942167,10.4
1684942168,13.4
1684942169,17.6
1684942170,9.83
1684942171,11.6
1684942172,13.7
1684942173,11.0
1684942174,10.7
1684942175,12.7
1684942176,17.6
1684942177,10.6
1684942178,18.5
1684942179,10.2
1684942180,11.7
1684942181,10.1
1684942182,11.7
1684942183,10.4
1684942184,10.1
1684942185,9.96
1684942186,10.9
1684942187,9.86
1684942188,10.3
1684942189,9.82
1684942190,12.6
1684942191,14.6
1684942192,14.9
1684942193,10.4
1684942194,10.4
1684942195,10.3
1684942196,10.3
1684942197,10.6
1684942198,10.2
1684942199,10.6
1684942200,10.6
1684942201,10.5
1684942202,11.8
1684942203,15.1
1684942204,11.7
1684942205,12.0
1684942206,11.8
1684942207,10.9
1684942208,10.2
1684942209,10.6
1684942211,10.7
1684942212,9.87
1684942213,10.1
1684942214,10.3
1684942215,10.5
1684942216,9.99
1684942217,10.2
1684942218,10.7
1684942219,10.6
1684942220,12.9
1684942221,12.9
1684942222,21.6
1684942223,10.5
1684942224,12.7
1684942225,13.4
1684942226,9.93
1684942227,11.6
1684942228,10.7
1684942229,10.3
1684942230,10.5
1684942231,12.4
1684942232,9.88
1684942233,11.3
1684942234,12.8
1684942235,9.96
1684942236,14.8
1684942237,13.8
1684942238,11.7
1684942239,10.5
1684942240,12.5
1684942241,14.1
1684942242,15.3
1684942243,10.3
1684942244,9.93
1684942245,13.1
1684942246,10.9
1684942247,9.80
1684942248,14.1
1684942249,11.4
1684942250,10.3
1684942251,33.5
1684942252,11.6
1684942253,9.80
1684942254,10.1
1684942255,9.86
1684942256,11.6
1684942257,11.4
1684942258,10.3
1684942259,10.2
1684942260,13.5
1684942261,9.87
1684942262,12.7
1684942263,10.5
1684942264,11.0
1684942265,11.6
1684942266,15.6
1684942267,10.6
1684942268,9.85
1684942269,17.1
1684942270,10.3
1684942271,11.4
1684942272,10.2
1684942273,10.7
1684942274,10.2
1684942275,12.6
1684942276,13.3
1684942277,17.7
1684942278,10.2
1684942279,10.4
1684942280,10.4
1684942281,9.94
1684942282,10.5
1684942283,10.5
1684942284,10.3
1684942285,9.90
1684942286,13.8
1684942287,9.99
1684942288,12.0
1684942289,10.3
1684942290,11.0
1684942291,11.4
1684942292,10.7
1684942293,18.5
1684942294,10.5
1684942295,10.2
1684942296,15.8
1684942297,10.1
1684942298,10.1
1684942299,10.6
1684942300,27.0
1684942301,17.2
1684942302,11.1
1684942303,12.5
1684942304,10.1
1684942305,15.0
1684942306,10.2
1684942307,19.7
1684942308,10.1
1684942309,10.1
1684942310,10.1
1684942311,10.4

